ID;Unit;Civic number - Parcel;Street name - Parcel;Business name;Retail category;Year recorded;Geo Local Area;Geom;geo_point_2d
7231;N/A;5144;VICTORIA DRIVE;Dr Luo Chinese Medical;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06500685258257, 49.23783720629567], ""type"": ""Point""}";49.23783720629567, -123.06500685258257
7236;N/A;5175;VICTORIA DRIVE;Amir's Barber Shop;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06579971337077, 49.237770069377866], ""type"": ""Point""}";49.237770069377866, -123.06579971337077
7238;N/A;5182;VICTORIA DRIVE;Spaphoria;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06501079345577, 49.23766000944484], ""type"": ""Point""}";49.23766000944484, -123.06501079345577
7239;N/A;5186;VICTORIA DRIVE;Cafe Dang Anh;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06501079345577, 49.23766000944484], ""type"": ""Point""}";49.23766000944484, -123.06501079345577
7240;N/A;5190;VICTORIA DRIVE;El Caracol Mexican Cafe;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06501079345577, 49.23766000944484], ""type"": ""Point""}";49.23766000944484, -123.06501079345577
7241;N/A;5195;VICTORIA DRIVE;La Maison Da Nang Vietnamese;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06580349299536, 49.23766079928423], ""type"": ""Point""}";49.23766079928423, -123.06580349299536
7242;N/A;5203;VICTORIA DRIVE;Ice Studio;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.0658227300233, 49.2373738049151], ""type"": ""Point""}";49.2373738049151, -123.0658227300233
7246;N/A;5239;VICTORIA DRIVE;SPCA Thrift Stores;Comparison Goods;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.0658190736352, 49.237165342177015], ""type"": ""Point""}";49.237165342177015, -123.0658190736352
7252;N/A;5281;VICTORIA DRIVE;Xanadu Beauty & Spa;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06582941076364, 49.23683857137489], ""type"": ""Point""}";49.23683857137489, -123.06582941076364
7256;N/A;5309;VICTORIA DRIVE;Sunshine Esthetics;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06584198422419, 49.23645087537006], ""type"": ""Point""}";49.23645087537006, -123.06584198422419
7260;N/A;5320;VICTORIA DRIVE;Dr. M. Shum;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06502014241494, 49.23670502030295], ""type"": ""Point""}";49.23670502030295, -123.06502014241494
7263;N/A;5336;VICTORIA DRIVE;Lotus Beauty Spa;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.0650372568003, 49.23650043986653], ""type"": ""Point""}";49.23650043986653, -123.0650372568003
7264;N/A;5338;VICTORIA DRIVE;Cha Ca Yen Deli;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.0650372568003, 49.23650043986653], ""type"": ""Point""}";49.23650043986653, -123.0650372568003
7267;N/A;5381;VICTORIA DRIVE;Christian Service;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06585362646257, 49.23560257999135], ""type"": ""Point""}";49.23560257999135, -123.06585362646257
7273;N/A;5405;VICTORIA DRIVE;Tai Sinn Acupuncture;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06587028894971, 49.23502900374035], ""type"": ""Point""}";49.23502900374035, -123.06587028894971
7274;N/A;5407;VICTORIA DRIVE;You Trust Flooring;Comparison Goods;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06587028894971, 49.23502900374035], ""type"": ""Point""}";49.23502900374035, -123.06587028894971
7276;N/A;5432;VICTORIA DRIVE;Hapag Ihaw-Ihaw Rest.;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06505091891442, 49.23551758531886], ""type"": ""Point""}";49.23551758531886, -123.06505091891442
7278;N/A;5438;VICTORIA DRIVE;Fa Ji Noodles;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06505091891442, 49.23551758531886], ""type"": ""Point""}";49.23551758531886, -123.06505091891442
7280;N/A;5449;VICTORIA DRIVE;East Van Medical Clinic;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06587465937936, 49.23486741778368], ""type"": ""Point""}";49.23486741778368, -123.06587465937936
7283;N/A;5460;VICTORIA DRIVE;Rena's Hair Studio;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06505413548774, 49.23533722157571], ""type"": ""Point""}";49.23533722157571, -123.06505413548774
7287;N/A;5480;VICTORIA DRIVE;Dr. Doris Thom;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06505733192205, 49.23515618409404], ""type"": ""Point""}";49.23515618409404, -123.06505733192205
7289;N/A;5492;VICTORIA DRIVE;May Li Hair Salon;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06505901836867, 49.23506172763096], ""type"": ""Point""}";49.23506172763096, -123.06505901836867
7290;N/A;5496;VICTORIA DRIVE;King Bong;Convenience Goods;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06505901836867, 49.23506172763096], ""type"": ""Point""}";49.23506172763096, -123.06505901836867
7291;N/A;5497;VICTORIA DRIVE;Pho Hue;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.0658792733121, 49.234703028763604], ""type"": ""Point""}";49.234703028763604, -123.0658792733121
7292;N/A;5501;VICTORIA DRIVE;Money Mart;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06590774621148, 49.234036837775676], ""type"": ""Point""}";49.234036837775676, -123.06590774621148
7293;N/A;5509;VICTORIA DRIVE;Eye Spy Eyeware;Comparison Goods;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06590774621148, 49.234036837775676], ""type"": ""Point""}";49.234036837775676, -123.06590774621148
7295;N/A;5517;VICTORIA DRIVE;Spring Spa;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06590774621148, 49.234036837775676], ""type"": ""Point""}";49.234036837775676, -123.06590774621148
7297;N/A;5527;VICTORIA DRIVE;Steven Le Notary Public;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06590774621148, 49.234036837775676], ""type"": ""Point""}";49.234036837775676, -123.06590774621148
7298;N/A;5531;VICTORIA DRIVE;Day Spa Retreat - Best Asain Massage;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06590774621148, 49.234036837775676], ""type"": ""Point""}";49.234036837775676, -123.06590774621148
7299;N/A;5539;VICTORIA DRIVE;Caritas Medical Clinic;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06590774621148, 49.234036837775676], ""type"": ""Point""}";49.234036837775676, -123.06590774621148
7300;N/A;5550;VICTORIA DRIVE;Vacant UC;Vacant UC;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06507250428125, 49.23434063022771], ""type"": ""Point""}";49.23434063022771, -123.06507250428125
7304;N/A;5579;VICTORIA DRIVE;Low Cost Western Pharmacy;Convenience Goods;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06590774621148, 49.234036837775676], ""type"": ""Point""}";49.234036837775676, -123.06590774621148
7308;N/A;5590;VICTORIA DRIVE;Vacant;Vacant;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06507849480646, 49.234053108960055], ""type"": ""Point""}";49.234053108960055, -123.06507849480646
7312;N/A;5603;VICTORIA DRIVE;Starbucks;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06661332910153, 49.23338890810298], ""type"": ""Point""}";49.23338890810298, -123.06661332910153
7313;N/A;5606;VICTORIA DRIVE;Perpetual Insurance;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06508426206389, 49.23377762344969], ""type"": ""Point""}";49.23377762344969, -123.06508426206389
7314;N/A;5609;VICTORIA DRIVE;The Co-operators;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06661332910153, 49.23338890810298], ""type"": ""Point""}";49.23338890810298, -123.06661332910153
7319;N/A;5628;VICTORIA DRIVE;Sumi Korean Restaurant;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06508782847568, 49.23359500974148], ""type"": ""Point""}";49.23359500974148, -123.06508782847568
7322;N/A;5639;VICTORIA DRIVE;London Drugs;Convenience Goods;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06661332910153, 49.23338890810298], ""type"": ""Point""}";49.23338890810298, -123.06661332910153
7325;N/A;5661;VICTORIA DRIVE;McDonalds;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06661332910153, 49.23338890810298], ""type"": ""Point""}";49.23338890810298, -123.06661332910153
7326;N/A;5663;VICTORIA DRIVE;Ben Hair Salon;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06596160856961, 49.23300350538343], ""type"": ""Point""}";49.23300350538343, -123.06596160856961
7329;N/A;5688;VICTORIA DRIVE;Victoria Drive Medical Clinic;Service Commercial;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06511280587074, 49.23307298950214], ""type"": ""Point""}";49.23307298950214, -123.06511280587074
7332;N/A;5695;VICTORIA DRIVE;Kokoro Ramen;Food & Beverage;2021;Kensington-Cedar Cottage;"{""coordinates"": [-123.06599296559173, 49.23288918929794], ""type"": ""Point""}";49.23288918929794, -123.06599296559173
7337;N/A;5728;VICTORIA DRIVE;Jun Yuan Restaurant;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.06514777874436, 49.232393478276975], ""type"": ""Point""}";49.232393478276975, -123.06514777874436
7338;N/A;5729;VICTORIA DRIVE;Galaxy Bakery;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06594959441105, 49.23224262357482], ""type"": ""Point""}";49.23224262357482, -123.06594959441105
7339;N/A;5731;VICTORIA DRIVE;Vacant;Vacant;2021;Victoria-Fraserview;"{""coordinates"": [-123.06594959441105, 49.23224262357482], ""type"": ""Point""}";49.23224262357482, -123.06594959441105
7342;N/A;5751;VICTORIA DRIVE;Taks Farm;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06595292331016, 49.23210694086452], ""type"": ""Point""}";49.23210694086452, -123.06595292331016
7345;N/A;5762;VICTORIA DRIVE;Flying Dragon Hair Salon;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06516100771265, 49.23184927235102], ""type"": ""Point""}";49.23184927235102, -123.06516100771265
7347;N/A;5764;VICTORIA DRIVE;Kim Phung Vietnamese;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.06516100771265, 49.23184927235102], ""type"": ""Point""}";49.23184927235102, -123.06516100771265
7348;N/A;5766;VICTORIA DRIVE;Dragon Feet Wellness;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06516100771265, 49.23184927235102], ""type"": ""Point""}";49.23184927235102, -123.06516100771265
7349;N/A;5773;VICTORIA DRIVE;Hairway Salon;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06595787092769, 49.23190365519321], ""type"": ""Point""}";49.23190365519321, -123.06595787092769
7351;N/A;5775;VICTORIA DRIVE;All Smiles Dental;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06595787092769, 49.23190365519321], ""type"": ""Point""}";49.23190365519321, -123.06595787092769
7352;N/A;5776;VICTORIA DRIVE;Gigi Beauty Salon;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06516342997844, 49.23174324122313], ""type"": ""Point""}";49.23174324122313, -123.06516342997844
7353;N/A;5780;VICTORIA DRIVE;Ever Coin Laundry;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06516589783756, 49.23164890659706], ""type"": ""Point""}";49.23164890659706, -123.06516589783756
7363;N/A;5815;VICTORIA DRIVE;Yummy Shanghai Dim Sum;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06596662511389, 49.23154182417875], ""type"": ""Point""}";49.23154182417875, -123.06596662511389
7364;N/A;5817;VICTORIA DRIVE;Yao Sun Loong Kong Chicken;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06596662511389, 49.23154182417875], ""type"": ""Point""}";49.23154182417875, -123.06596662511389
7365;N/A;5818;VICTORIA DRIVE;Doli Supermarket;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.065150698968, 49.231075264369125], ""type"": ""Point""}";49.231075264369125, -123.065150698968
7366;N/A;5821;VICTORIA DRIVE;Jumbo Seafood Co. Ltd.;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06596885355252, 49.23145142509273], ""type"": ""Point""}";49.23145142509273, -123.06596885355252
7371;N/A;5837;VICTORIA DRIVE;Wui King Herbal Co. Ltd.;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.0659732060126, 49.231270625176876], ""type"": ""Point""}";49.231270625176876, -123.0659732060126
7372;N/A;5845;VICTORIA DRIVE;Fresh Slice Pizza;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.06597524472396, 49.23118011195507], ""type"": ""Point""}";49.23118011195507, -123.06597524472396
7373;N/A;5847;VICTORIA DRIVE;Kai Run Kitchenware;Comparison Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06597524472396, 49.23118011195507], ""type"": ""Point""}";49.23118011195507, -123.06597524472396
7374;N/A;5853;VICTORIA DRIVE;Canpharm Drugs;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06597765566598, 49.23108960121779], ""type"": ""Point""}";49.23108960121779, -123.06597765566598
7377;N/A;5858;VICTORIA DRIVE;Sunshine Denture Clinic;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06515778218068, 49.230787872748856], ""type"": ""Point""}";49.230787872748856, -123.06515778218068
7378;N/A;5869;VICTORIA DRIVE;Vica Goldsmith;Comparison Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06598422957897, 49.230818402197905], ""type"": ""Point""}";49.230818402197905, -123.06598422957897
7380;N/A;5872;VICTORIA DRIVE;Wing Hing BBQ Meat;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06516021304182, 49.230697809075664], ""type"": ""Point""}";49.230697809075664, -123.06516021304182
7381;N/A;5873;VICTORIA DRIVE;Lele Express;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06598422957897, 49.230818402197905], ""type"": ""Point""}";49.230818402197905, -123.06598422957897
7386;N/A;5891;VICTORIA DRIVE;Consumer Food Market;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06598862450238, 49.230637596840126], ""type"": ""Point""}";49.230637596840126, -123.06598862450238
7389;N/A;6215;VICTORIA DRIVE;Victoria Drive Chiropractic;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.066077202785, 49.22731066953465], ""type"": ""Point""}";49.22731066953465, -123.066077202785
7390;N/A;6225;VICTORIA DRIVE;Shangri-la Bodycare;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.066077202785, 49.22731066953465], ""type"": ""Point""}";49.22731066953465, -123.066077202785
7393;N/A;6255;VICTORIA DRIVE;MJ's Natural Pharmacy;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.066077202785, 49.22731066953465], ""type"": ""Point""}";49.22731066953465, -123.066077202785
7395;N/A;6402;VICTORIA DRIVE;Subway;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.0653026437907, 49.2258783589727], ""type"": ""Point""}";49.2258783589727, -123.0653026437907
7398;N/A;6408;VICTORIA DRIVE;Buddha Accessories;Comparison Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.0653026437907, 49.2258783589727], ""type"": ""Point""}";49.2258783589727, -123.0653026437907
7399;N/A;6414;VICTORIA DRIVE;Seoul Farm Market;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.0653026437907, 49.2258783589727], ""type"": ""Point""}";49.2258783589727, -123.0653026437907
7400;N/A;6415;VICTORIA DRIVE;Value Village;Comparison Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.0661095128448, 49.22610792420636], ""type"": ""Point""}";49.22610792420636, -123.0661095128448
7401;N/A;6416;VICTORIA DRIVE;Connie's Hair Salon;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.0653026437907, 49.2258783589727], ""type"": ""Point""}";49.2258783589727, -123.0653026437907
7402;N/A;6435;VICTORIA DRIVE;GBG Insurance;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06611691988968, 49.22583425526696], ""type"": ""Point""}";49.22583425526696, -123.06611691988968
7408;N/A;6459;VICTORIA DRIVE;Weirdo Café;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.06611691988968, 49.22583425526696], ""type"": ""Point""}";49.22583425526696, -123.06611691988968
7416;N/A;6482;VICTORIA DRIVE;Vacant;Vacant;2021;Victoria-Fraserview;"{""coordinates"": [-123.06531450551074, 49.225445576625006], ""type"": ""Point""}";49.225445576625006, -123.06531450551074
7418;N/A;6489;VICTORIA DRIVE;LA Tandoori;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.06610589264501, 49.22543781150801], ""type"": ""Point""}";49.22543781150801, -123.06610589264501
7419;N/A;6490;VICTORIA DRIVE;RBC;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06531800389739, 49.22533225410532], ""type"": ""Point""}";49.22533225410532, -123.06531800389739
7420;N/A;6493;VICTORIA DRIVE;Neighbours Pizza & Pasta;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.06610589264501, 49.22543781150801], ""type"": ""Point""}";49.22543781150801, -123.06610589264501
7429;N/A;6542;VICTORIA DRIVE;Apex Liquor Market;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06533789549475, 49.22460880766097], ""type"": ""Point""}";49.22460880766097, -123.06533789549475
7430;N/A;6543;VICTORIA DRIVE;Vacant UC;Vacant UC;2021;Victoria-Fraserview;"{""coordinates"": [-123.06615159490039, 49.224769752001535], ""type"": ""Point""}";49.224769752001535, -123.06615159490039
7431;N/A;6559;VICTORIA DRIVE;Garcha Bros Meat Shop;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06615504341795, 49.22463391612081], ""type"": ""Point""}";49.22463391612081, -123.06615504341795
7437;N/A;6577;VICTORIA DRIVE;Steve's Barber Shop;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06615849877426, 49.22449807303664], ""type"": ""Point""}";49.22449807303664, -123.06615849877426
7438;N/A;6579;VICTORIA DRIVE;Flying horse woodworking;Comparison Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06615849877426, 49.22449807303664], ""type"": ""Point""}";49.22449807303664, -123.06615849877426
7443;N/A;6637;VICTORIA DRIVE;Vacant UC;Vacant UC;2021;Victoria-Fraserview;"{""coordinates"": [-123.06617786491282, 49.22378445846849], ""type"": ""Point""}";49.22378445846849, -123.06617786491282
7445;N/A;6645;VICTORIA DRIVE;South Vancouver Optometry;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06617786491282, 49.22378445846849], ""type"": ""Point""}";49.22378445846849, -123.06617786491282
7450;N/A;6687;VICTORIA DRIVE;Kelly Beauty Salon;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06618162354629, 49.223640302663426], ""type"": ""Point""}";49.223640302663426, -123.06618162354629
7453;N/A;6904;VICTORIA DRIVE;7-Eleven Store;Convenience Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06543684203419, 49.220925840465625], ""type"": ""Point""}";49.220925840465625, -123.06543684203419
7454;N/A;6910;VICTORIA DRIVE;CT's Hair Art Salon;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06543684203419, 49.220925840465625], ""type"": ""Point""}";49.220925840465625, -123.06543684203419
7455;N/A;6914;VICTORIA DRIVE;Bosley's Pet Food Mart;Comparison Goods;2021;Victoria-Fraserview;"{""coordinates"": [-123.06543684203419, 49.220925840465625], ""type"": ""Point""}";49.220925840465625, -123.06543684203419
7457;N/A;6931;VICTORIA DRIVE;Colin's Auto Electric;Automotive Goods & Services;2021;Victoria-Fraserview;"{""coordinates"": [-123.06625344596429, 49.22107839174884], ""type"": ""Point""}";49.22107839174884, -123.06625344596429
7458;N/A;6933;VICTORIA DRIVE;Five Elements Ji Gong Buddhist Association;Service Commercial;2021;Victoria-Fraserview;"{""coordinates"": [-123.06625344596429, 49.22107839174884], ""type"": ""Point""}";49.22107839174884, -123.06625344596429
7459;N/A;6940;VICTORIA DRIVE;Huang's Beef Noodle Shop;Food & Beverage;2021;Victoria-Fraserview;"{""coordinates"": [-123.06543935620076, 49.22082992156244], ""type"": ""Point""}";49.22082992156244, -123.06543935620076
7462;N/A;6945;VICTORIA DRIVE;Vacant;Vacant;2021;Victoria-Fraserview;"{""coordinates"": [-123.06625687972428, 49.22095245508234], ""type"": ""Point""}";49.22095245508234, -123.06625687972428
