stop_lat,stop_code,stop_lon,stop_id,stop_name,zone_id
49.223084,51310,-123.077505,1321,Southbound Knight St @ E 51 Ave,BUS ZN
49.215154,51315,-123.077208,1326,Southbound Knight St @ E 60 Ave,BUS ZN
49.213443,51316,-123.077228,1327,Southbound Knight St @ E 62 Ave,BUS ZN
49.218344,51313,-123.077162,1324,Southbound Knight St @ E 57 Ave,BUS ZN
49.216969,51314,-123.077184,1325,Southbound Knight St @ E 58 Ave,BUS ZN
49.212389,51317,-123.077238,1328,Southbound Knight St @ E 63 Ave,BUS ZN
49.21125,51318,-123.076921,1329,Knight St Underpass @ SE Marine Dr,BUS ZN
49.285445,51374,-123.11425,11438,Eastbound W Hastings St @ Granville St,BUS ZN
49.254148,51773,-123.022894,11436,Eastbound Laurel St @ Boundary Rd,BUS ZN
49.281012,50951,-123.043299,959,Eastbound E Hastings St @ Renfrew St,BUS ZN
49.281035,50950,-123.046243,958,Eastbound E Hastings St @ Kaslo St,BUS ZN
49.28111,50943,-123.069698,951,Eastbound E Hastings St @ Commercial Dr,BUS ZN
49.281191,58283,-123.073421,950,Eastbound E Hastings St @ McLean Dr,BUS ZN
49.281063,50945,-123.061265,953,Eastbound E Hastings St @ Lakewood Dr,BUS ZN
49.28108,50944,-123.064979,952,Eastbound E Hastings St @ Victoria Dr,BUS ZN
49.281059,50947,-123.055828,955,Eastbound E Hastings St @ Nanaimo St,BUS ZN
49.281098,50946,-123.059289,954,Eastbound E Hastings St @ Templeton Dr,BUS ZN
49.281041,50949,-123.048668,957,Eastbound E Hastings St @ Slocan St,BUS ZN
49.281035,50948,-123.054098,956,Eastbound E Hastings St @ Kamloops St,BUS ZN
49.263181,59587,-123.256083,12169,Northbound Lower Mall @ University Blvd,BUS ZN
49.257665,59941,-123.249997,10451,Southbound West Mall @ Hawthorn Lane,BUS ZN
49.259061,59942,-123.249148,10450,Westbound Thunderbird Blvd @ Larkin Dr,BUS ZN
49.270734,59957,-123.254576,10455,Eastbound NW Marine Dr @ East Mall,BUS ZN
49.210765,51656,-123.027827,1668,Westbound Champlain Cres @ Matheson Cres,BUS ZN
49.214374,51655,-123.025642,1667,Southbound Matheson Cres @ Raintree Court,BUS ZN
49.212728,51654,-123.025161,1666,Southbound Matheson Cres @ Chickadee Place,BUS ZN
49.216164,51653,-123.025247,1665,Southbound Matheson Cres @ Borham Cres,BUS ZN
49.217523,51652,-123.024331,1664,Westbound Arbor Ave @ Boundary Rd,BUS ZN
49.22009,51651,-123.024161,1663,Eastbound Hurst Ave @ Boundary Rd,BUS ZN
49.220252,51650,-123.026594,1662,Southbound Frontenac St @ Hurst Ave,BUS ZN
49.221872,51649,-123.026506,1661,Southbound Frontenac St @ Hennepin Ave,BUS ZN
49.223027,51648,-123.027926,1660,Eastbound E 49 Ave @ Arlington St,BUS ZN
49.268459,50585,-123.168863,591,Westbound W 4th Ave @ Macdonald St,BUS ZN
49.268401,50584,-123.164962,590,Westbound W 4th Ave @ Trafalgar St,BUS ZN
49.268528,50587,-123.174217,593,Westbound W 4th Ave @ Balaclava St,BUS ZN
49.268578,50588,-123.178075,594,Westbound W 4th Ave @ Blenheim St,BUS ZN
49.268794,50591,-123.191056,597,Westbound W 4th Ave @ Wallace St,BUS ZN
49.26871,50590,-123.186254,596,Westbound W 4th Ave @ Alma St,BUS ZN
49.268917,50593,-123.197836,599,Westbound W 4th Ave @ 4100 Block,BUS ZN
49.250529,51534,-123.033251,1546,Eastbound E 22 Ave @ Rupert St,BUS ZN
49.280463,50689,-123.100688,696,Westbound E Pender St @ Main St,BUS ZN
49.266642,50356,-123.185897,360,Southbound Alma St @ W 6th Ave,BUS ZN
49.254123,50335,-123.127471,339,Southbound Oak St @ Douglas Cres,BUS ZN
49.260251,50331,-123.126842,335,Southbound Oak St @ W 12 Ave,BUS ZN
49.256751,50333,-123.127351,337,Southbound Oak St @ W 16 Ave,BUS ZN
49.263448,50327,-123.134715,331,Eastbound W Broadway @ Hemlock St,BUS ZN
49.263381,50328,-123.130979,332,Eastbound W Broadway @ Alder St,BUS ZN
49.250584,51536,-123.025808,1548,Eastbound E 22 Ave @ Kootenay St,BUS ZN
49.264648,50483,-123.114622,11227,Northbound Cambie St @ W 7th Ave,BUS ZN
49.264477,50412,-123.114982,11221,Southbound Cambie St @ W 7th Ave,BUS ZN
49.288846,51372,-123.125208,11220,Eastbound W Pender St @ Jervis St,BUS ZN
49.27258,60519,-123.14994,12755,Westbound Cornwall Ave @ Maple St,BUS ZN
49.23468,58650,-123.194664,9119,Eastbound W 41 Ave @ Crown St,BUS ZN
49.251149,51585,-123.156163,1597,Westbound W King Edward Ave @ Yew St,BUS ZN
49.287392,52968,-123.018147,10660,Eastbound Eton St @ N Ingleton Ave,BUS ZN
49.263084,60579,-123.104155,12822,Westbound E Broadway @ Quebec,BUS ZN
49.280182,60302,-123.111842,10591,Northbound Cambie St @ Dunsmuir St,BUS ZN
49.23327,50138,-123.111462,10595,Eastbound W 41 Ave @ Columbia St,BUS ZN
49.235113,51337,-123.07681,1348,Northbound Knight St @ E 39 Ave,BUS ZN
49.237188,51338,-123.076748,1349,Northbound Knight St @ E 37 Ave,BUS ZN
49.218444,51329,-123.076884,1340,Northbound Knight St @ E 57 Ave,BUS ZN
49.223765,51331,-123.077214,1342,Northbound Knight St @ E 51 Ave,BUS ZN
49.225701,51332,-123.077098,1343,Northbound Knight St @ E 49 Ave,BUS ZN
49.227974,51333,-123.077067,1344,Northbound Knight St @ E 47 Ave,BUS ZN
49.229335,51334,-123.077025,1345,Northbound Knight St @ E 45 Ave,BUS ZN
49.230966,51335,-123.076961,1346,Northbound Knight St @ E 43 Ave,BUS ZN
49.233088,51336,-123.076848,1347,Northbound Knight St @ E 41 Ave,BUS ZN
49.244236,57971,-123.046136,8046,29th Avenue Station @ Platform 2,ZN 1
49.225393,51017,-123.155125,1026,Northbound Arbutus St @ W 51 Ave,BUS ZN
49.215648,51012,-123.148305,1021,Northbound Angus Dr @ W 61 Ave,BUS ZN
49.231163,51020,-123.155603,1029,Northbound West Blvd @ W 45 Ave,BUS ZN
49.230145,51019,-123.155632,1028,Northbound West Blvd @ W 46 Ave,BUS ZN
49.286833,58893,-123.118031,9307,Westbound W Pender St @ Burrard St,BUS ZN
49.228978,51633,-123.031961,1645,Northbound Tyne St @ E 45 Ave,BUS ZN
49.226688,51632,-123.032071,1644,Northbound Tyne St @ E 47 Ave,BUS ZN
49.231836,51635,-123.03734,1647,Northbound Joyce St @ Marmion Ave,BUS ZN
49.229581,51634,-123.037333,1646,Northbound Joyce St @ E 45 Ave,BUS ZN
49.222065,51629,-123.024529,1641,Westbound E 49 Ave @ Boundary Rd,BUS ZN
49.220212,51628,-123.023547,1640,Northbound Boundary Rd @ Hurst Ave,BUS ZN
49.225083,51631,-123.032151,1643,Northbound Tyne St @ E 49 Ave,BUS ZN
49.223442,51630,-123.028307,1642,Westbound E 49 Ave @ Arlington St,BUS ZN
49.234391,51636,-123.03552,1648,Northbound Joyce St @ Kingsway,BUS ZN
49.263781,50574,-123.200725,579,Westbound W 10 Ave @ Courtenay St,BUS ZN
49.263725,50573,-123.197332,578,Westbound W 10 Ave @ Camosun St,BUS ZN
49.264377,50568,-123.182257,573,Westbound W Broadway @ Collingwood St,BUS ZN
49.264311,50567,-123.178243,572,Westbound W Broadway @ Blenheim St,BUS ZN
49.264241,50566,-123.174408,571,Westbound W Broadway @ Balaclava St,BUS ZN
49.264221,50565,-123.171711,570,Westbound W Broadway @ Bayswater St,BUS ZN
49.263683,50572,-123.194468,577,Westbound W 10 Ave @ Crown St,BUS ZN
49.263644,50571,-123.191417,576,Westbound W 10 Ave @ Wallace St,BUS ZN
49.285306,50043,-123.119982,8535,Burrard Station @ Bay 1,BUS ZN
49.287961,52967,-123.020951,10661,Southbound N Esmond Ave @ McGill St,BUS ZN
49.221886,51994,-123.017609,2011,Eastbound Imperial St @ Mandy Ave,BUS ZN
49.221875,51993,-123.022768,2010,Eastbound Imperial St @ Boundary Rd,BUS ZN
49.268214,50355,-123.18585,359,Southbound Alma St @ W 4th Ave,BUS ZN
49.268538,50354,-123.185205,358,Eastbound W 4th Ave @ Alma St,BUS ZN
49.268938,61138,-123.200648,11071,Westbound NW Marine Dr @ W 4th Ave,BUS ZN
49.278412,60525,-123.13473,12771,Eastbound Pacific St @ Thurlow St,BUS ZN
49.284303,60526,-123.142591,12772,Westbound Beach Ave @ Bidwell St,BUS ZN
49.273429,50015,-123.123135,10441,Eastbound Pacific Blvd @ Drake St,BUS ZN
49.256014,51484,-123.235156,10958,Eastbound W 16 Ave @ Wesbrook Mall,BUS ZN
49.256287,61043,-123.234956,10959,Westbound W 16 Ave @ Wesbrook Mall,BUS ZN
49.262416,50913,-123.06875,11606,Commercial-Broadway Station @ Bay 5,BUS ZN
49.233182,52054,-123.18528,2071,Northbound Dunbar St @ W 43 Ave,BUS ZN
49.231041,52053,-123.185323,2070,Northbound Dunbar St @ SW Marine Dr,BUS ZN
49.266459,52058,-123.129345,2075,Westbound Lameys Mill Rd @ Sitka Square,BUS ZN
49.266191,52057,-123.120109,2074,Heather Square @ Bay 1,BUS ZN
49.207431,50757,-123.1404,8394,Northbound Granville St @ W 71 Ave,BUS ZN
49.272363,58280,-123.096638,1366,Westbound Terminal Ave @ 300 Block,BUS ZN
49.269991,51356,-123.077215,1367,Northbound Clark Dr @ E 1st Ave,BUS ZN
49.270771,51353,-123.087153,1364,Westbound Terminal Ave @ Begg St,BUS ZN
49.271779,51354,-123.093108,1365,Westbound Terminal Ave @ Thornton St,BUS ZN
49.264845,51351,-123.077316,1362,Northbound Clark Dr @ E 6th Ave,BUS ZN
49.268147,51352,-123.077256,1363,Northbound Clark Dr @ E 3rd Ave,BUS ZN
49.260268,51349,-123.077343,1360,Northbound Clark Dr @ E 11 Ave,BUS ZN
49.262754,51350,-123.077367,1361,Northbound Clark Dr @ E Broadway,BUS ZN
49.271749,51357,-123.077197,1368,Northbound Clark Dr @ Grant St,BUS ZN
49.274264,51358,-123.077153,1369,Northbound Clark Dr @ William St,BUS ZN
49.234831,50296,-123.179103,299,Westbound W 41 Ave @ Blenheim St,BUS ZN
49.234819,50293,-123.170795,296,Westbound W 41 Ave @ Mackenzie St,BUS ZN
49.23482,50294,-123.173542,297,Westbound W 41 Ave @ Carnarvon St,BUS ZN
49.234767,50291,-123.163165,294,Westbound W 41 Ave @ Larch St,BUS ZN
49.23481,50292,-123.167912,295,Westbound W 41 Ave @ Macdonald St,BUS ZN
49.234721,50290,-123.160343,293,Westbound W 41 Ave @ Vine St,BUS ZN
49.234633,50288,-123.152449,291,Westbound W 41 Ave @ Maple St,BUS ZN
49.221906,51611,-123.041297,1623,Southbound Kerr St @ E 52 Ave,BUS ZN
49.225373,51976,-123.08761,1993,Eastbound E 49 Ave @ Prince Albert St,BUS ZN
49.227481,51608,-123.041563,1620,Southbound Rupert St @ Kerr St,BUS ZN
49.21544,51615,-123.040483,1627,Eastbound Rosemont Dr @ Kerr St,BUS ZN
49.225337,51977,-123.084766,1994,Eastbound E 49 Ave @ Windsor St,BUS ZN
49.218403,51613,-123.041467,1625,Southbound Kerr St @ E 56 Ave,BUS ZN
49.219855,51612,-123.041405,1624,Southbound Kerr St @ E 54 Ave,BUS ZN
49.22514,51982,-123.068504,1999,Eastbound E 49 Ave @ Commercial St,BUS ZN
49.225164,51981,-123.071276,1998,Eastbound E 49 Ave @ Argyle St,BUS ZN
49.216166,51617,-123.034529,1629,Southbound Butler St @ Rosemont Dr,BUS ZN
49.215571,51616,-123.036746,1628,Eastbound Rosemont Dr @ 3200 Block,BUS ZN
49.237706,50554,-123.139593,559,Southbound Granville St @ W 37 Ave,BUS ZN
49.239615,50553,-123.139528,558,Southbound Granville St @ W 35 Ave,BUS ZN
49.241525,50552,-123.139454,557,Southbound Granville St @ W 33 Ave,BUS ZN
49.243251,50551,-123.139408,556,Southbound Granville St @ W 32 Ave,BUS ZN
49.252781,50546,-123.139073,551,Southbound Granville St @ Matthews Ave,BUS ZN
49.254178,50545,-123.13903,550,Southbound Granville St @ Angus Dr,BUS ZN
49.2505,50547,-123.139186,552,Southbound Granville St @ Laurier Ave,BUS ZN
49.247137,51190,-123.06911,1199,Westbound Kingsway @ Miller St,BUS ZN
49.245543,51189,-123.065671,1198,Westbound Kingsway @ Victoria Dr,BUS ZN
49.23303,51182,-123.046378,1191,Westbound E 41 Ave @ Killarney St,BUS ZN
49.233057,51181,-123.043713,1190,Westbound E 41 Ave @ Rupert St,BUS ZN
49.235237,51184,-123.038053,1193,Westbound Kingsway @ McKinnon St,BUS ZN
49.232858,51183,-123.049155,1192,Westbound E 41 Ave @ Earles St,BUS ZN
49.236114,51186,-123.04296,1195,Westbound Kingsway @ Rupert St,BUS ZN
49.235933,51185,-123.041047,1194,Westbound Kingsway @ Spencer St,BUS ZN
49.236931,51187,-123.046942,1196,Westbound Kingsway @ Fairmont St,BUS ZN
49.244894,50454,-123.127493,458,Northbound Oak St @ Devonshire Cres,BUS ZN
49.247506,50455,-123.12749,459,Northbound Oak St @ W 27 Ave,BUS ZN
49.288595,50446,-123.0434,450,Eastbound McGill St @ N Renfrew St,BUS ZN
49.288825,50449,-123.044601,453,Westbound McGill St @ N Renfrew St,BUS ZN
49.237021,50451,-123.12785,455,Northbound Oak St @ W 38 Ave,BUS ZN
49.241748,50453,-123.12769,457,Northbound Oak St @ W 33 Ave,BUS ZN
49.234095,60397,-123.129021,12669,Westbound W 41 Ave @ Oak St,BUS ZN
49.247813,50367,-123.185322,371,Southbound Dunbar St @ W 27 Ave,BUS ZN
49.249684,50366,-123.185302,370,Southbound Dunbar St @ W King Edward Ave,BUS ZN
49.243962,50369,-123.185351,373,Southbound Dunbar St @ W 31 Ave,BUS ZN
49.240149,50371,-123.185397,375,Southbound Dunbar St @ W 35 Ave,BUS ZN
49.242056,50370,-123.185368,374,Southbound Dunbar St @ W 33 Ave,BUS ZN
49.238349,50372,-123.185425,376,Southbound Dunbar St @ W 37 Ave,BUS ZN
49.234646,60404,-123.03528,12665,Northbound Joyce St @ Church St,BUS ZN
49.23467,60396,-123.173495,12663,Eastbound W 41 Ave @ Carnarvon St,BUS ZN
49.260557,60417,-123.12041,12712,Westbound W 12th Ave @ Heather St,BUS ZN
49.260482,60418,-123.11559,12713,Westbound W 12th Ave @ Cambie St,BUS ZN
49.260622,60415,-123.124667,12710,Westbound W 12th Ave @ Laurel St,BUS ZN
49.260394,60416,-123.120306,12711,Eastbound W 12th Ave @ Heather St,BUS ZN
49.282699,61074,-123.099733,10976,Southbound Main St @ Powell St,BUS ZN
49.262911,50878,-123.104471,11596,Eastbound E Broadway @ Ontario St,BUS ZN
49.226178,61218,-123.116035,2051,Langara-49th Station @ Bay 2,BUS ZN
49.226074,52033,-123.113387,2050,Westbound W 49 Ave @ Alberta St,BUS ZN
49.226538,52036,-123.125587,2053,Westbound W 49 Ave @ Laurel St,BUS ZN
49.226382,52035,-123.121438,2052,Westbound W 49 Ave @ Tisdall St,BUS ZN
49.226761,52038,-123.13243,2055,Westbound W 49 Ave @ Montgomery St,BUS ZN
49.226658,52037,-123.128988,2054,Westbound W 49 Ave @ Oak St,BUS ZN
49.22688,52039,-123.135533,2056,Westbound W 49 Ave @ Hudson St,BUS ZN
49.233193,50714,-123.101267,11622,Westbound E 41st Ave @ Main St,BUS ZN
49.26236,58614,-123.088379,10620,Eastbound E Broadway St @ Fraser St,BUS ZN
49.219642,50797,-123.091056,804,Southbound Fraser St @ E 55 Ave,BUS ZN
49.266634,60219,-123.244736,12483,Westbound University Blvd @ Western Parkway,BUS ZN
49.253266,60223,-123.089851,12487,Northbound Fraser St @ E 20 Ave,BUS ZN
49.207204,58183,-123.053335,8621,Eastbound SE Marine Dr @ 2600 Block,BUS ZN
49.263296,58145,-123.099681,8622,Westbound Kingsway @ E Broadway,BUS ZN
49.224736,59318,-123.032636,9989,Westbound E 49 Ave @ Tyne St,BUS ZN
49.224659,59317,-123.040479,9987,Eastbound E 49 Ave @ Kerr St,BUS ZN
49.257181,61124,-123.12688,11021,Westbound W 16 Ave @ Oak St,BUS ZN
49.240577,61118,-123.101925,11020,Westbound E 33 Ave @ Main St,BUS ZN
49.257372,61128,-123.153431,11023,Westbound W 16 Ave @ Arbutus St,BUS ZN
49.240373,61116,-123.090765,11022,Westbound E 33 Ave @ Fraser St,BUS ZN
49.282211,50410,-123.109799,414,Southbound Cambie St @ W Hastings St,BUS ZN
49.275788,50411,-123.117719,415,Eastbound Nelson St @ Cambie St,BUS ZN
49.287073,50406,-123.119204,410,Eastbound W Pender St @ Thurlow St,BUS ZN
49.280991,51377,-123.018168,1389,Eastbound Hastings St @ Ingleton Ave,BUS ZN
49.288213,51373,-123.123062,1385,Eastbound W Pender St @ Bute St,BUS ZN
49.281026,58143,-123.024952,1387,Kootenay Loop @ Bay 8,BUS ZN
49.260113,50414,-123.115144,418,Southbound Cambie St @ W 12 Ave,BUS ZN
49.256555,50415,-123.115252,419,Southbound Cambie St @ W 16 Ave,BUS ZN
49.289898,51370,-123.128771,1382,Eastbound W Pender St @ Nicola St,BUS ZN
49.289364,51371,-123.127117,1383,Eastbound W Pender St @ Broughton St,BUS ZN
49.27654,51762,-123.02375,1776,Southbound Boundary Rd @ Douglas Rd,BUS ZN
49.26913,51765,-123.023801,1779,Southbound Boundary Rd @ E 1st Ave,BUS ZN
49.271739,51764,-123.023795,1778,Southbound Boundary Rd @ Kitchener St,BUS ZN
49.207215,51834,-123.059043,1848,Eastbound SE Marine Dr @ Nanaimo St,BUS ZN
49.26302,60006,-123.10905,12101,Eastbound W Broadway @ Columbia St,BUS ZN
49.208533,51800,-123.062381,1814,Westbound SE Marine Dr @ Gladstone St,BUS ZN
49.212049,51803,-123.059294,1817,Northbound Nanaimo St @ Fraserview Dr,BUS ZN
49.208162,51796,-123.042926,1810,Westbound SE Marine Dr @ Kerr St,BUS ZN
49.207743,51797,-123.048165,1811,Westbound SE Marine Dr @ Jellicoe St,BUS ZN
49.207187,51798,-123.057208,1812,Westbound SE Marine Dr @ Elliott St,BUS ZN
49.213192,51804,-123.057069,1818,Northbound Muirfield Dr @ Scarboro Ave,BUS ZN
49.214723,51805,-123.055961,1819,Northbound Muirfield Dr @ Bobolink Ave,BUS ZN
49.258508,51597,-123.21457,1609,Westbound W 16 Ave @ Blanca St,BUS ZN
49.258432,51596,-123.20978,1608,Westbound W 16 Ave @ Sasamat St,BUS ZN
49.226598,51962,-123.131458,1979,Eastbound W 49 Ave @ Montgomery St,BUS ZN
49.226708,51961,-123.134675,1978,Eastbound W 49 Ave @ Hudson St,BUS ZN
49.250163,51589,-123.176132,1601,Westbound W King Edward Ave @ Balaclava St,BUS ZN
49.226972,51958,-123.144546,1975,Eastbound W 49 Ave @ Marguerite St,BUS ZN
49.22701,51957,-123.147554,1974,Eastbound W 49 Ave @ Angus Dr,BUS ZN
49.227103,51954,-123.15547,1971,Eastbound W 49 Ave @ Arbutus St,BUS ZN
49.25846,61149,-123.115193,11101,Southbound Cambie St @ W 14 Ave,BUS ZN
49.232871,51892,-123.05213,1906,Westbound E 41 Ave @ Wales St,BUS ZN
49.234704,51890,-123.187956,1904,Eastbound W 41 Ave @ Highbury St,BUS ZN
49.234701,51889,-123.190529,1903,Eastbound W 41 Ave @ Wallace St,BUS ZN
49.236996,51887,-123.204972,1901,Eastbound SW Marine Dr @ Kullahun Dr,BUS ZN
49.288812,60502,-123.139345,12730,Northbound Denman St @ Comox St,BUS ZN
49.287679,60504,-123.129709,12732,Eastbound Robson St @ Broughton St,BUS ZN
49.233946,50133,-123.124174,12737,Westbound W 41st Ave @ Willow St,BUS ZN
49.227149,51953,-123.15842,1970,Eastbound W 49 Ave @ Yew St,BUS ZN
49.283023,60529,-123.1416,12768,Westbound Beach Ave @ Cardero St,BUS ZN
49.263181,60534,-123.117852,12763,Broadway-City Hall Station   @ Bay 6,BUS ZN
49.205803,60472,-123.030484,12761,Eastbound Sawmill Cres @ River District Crossing,BUS ZN
49.26315,60535,-123.116587,12764,Broadway-City Hall Station @ Bay 1,BUS ZN
49.289741,51473,-123.12775,11643,Westbound W Pender St @ Broughton St,BUS ZN
49.282004,53392,-123.10684,11646,Westbound W Hastings St @ Abbott St,BUS ZN
49.21392,59042,-123.140853,1018,63 Ave Loop @ Granville St,BUS ZN
49.213261,51010,-123.144003,1019,Westbound W 64 Ave @ Adera St,BUS ZN
49.281477,58065,-123.117549,1016,Northbound Seymour St @ W Georgia St,BUS ZN
49.230342,51008,-123.139857,1017,Southbound Granville St @ W 45 Ave,BUS ZN
49.276811,51004,-123.124629,1013,Northbound Seymour St @ Davie St,BUS ZN
49.276328,61143,-123.215494,11002,Bus Stop @ Spanish Banks Loop,BUS ZN
49.240146,61106,-123.075958,11007,Eastbound E 33 Ave @ Knight St,BUS ZN
49.239826,61108,-123.06484,11009,Eastbound E 33 Ave @ Victoria Dr,BUS ZN
49.284771,50435,-123.065065,439,Eastbound Powell St @ Victoria Dr,BUS ZN
49.283885,50433,-123.069837,437,Eastbound Powell St @ Commercial Dr,BUS ZN
49.283029,50431,-123.076625,435,Eastbound Powell St @ Clark Dr,BUS ZN
49.282672,50429,-123.081697,433,Eastbound Powell St @ Glen Dr,BUS ZN
49.282136,50426,-123.094846,430,Eastbound E Cordova St @ Dunlevy Ave,BUS ZN
49.282067,50427,-123.091063,431,Eastbound E Cordova St @ Princess Ave,BUS ZN
49.270517,51919,-123.255442,11341,Westbound NW Marine Dr @ Cecil Green Park Rd,BUS ZN
49.232875,51003,-123.115999,11348,Northbound Cambie St @ W 42 Ave,BUS ZN
49.226473,50999,-123.116241,11349,Langara-49th Station @ Bay 1,BUS ZN
49.206184,52219,-123.126813,2241,Westbound SW Marine Dr @ Laurel St,BUS ZN
49.210359,51793,-123.027535,12691,Southbound Matheson Cres @ Champlain Cres,BUS ZN
49.208301,51839,-123.030733,12690,Northbound Matheson Cres @ SE Marine Dr,BUS ZN
49.269159,51042,-123.044397,1051,Southbound Renfrew St @ E 1st Ave,BUS ZN
49.266425,51043,-123.044405,1052,Southbound Renfrew St @ E 4th Ave,BUS ZN
49.262644,51045,-123.044459,1054,Southbound Renfrew St @ E 8th Ave,BUS ZN
49.261461,51046,-123.04446,1055,Southbound Renfrew St @ E Broadway,BUS ZN
49.257863,51048,-123.044471,1057,Southbound Renfrew St @ Grandview Hwy,BUS ZN
49.278835,51006,-123.121579,9366,Northbound Seymour St @ Nelson St,BUS ZN
49.296637,58008,-123.136713,8983,Southbound Lost Lagoon Rd @ Stanley Park Causeway,BUS ZN
49.244269,51818,-123.045608,1832,29th Avenue Station @ Bay 1,BUS ZN
49.232504,51819,-123.055437,1833,Southbound Clarendon St @ E 41 Ave,BUS ZN
49.237621,51816,-123.055365,1830,Northbound Clarendon St @ E 37 Ave,BUS ZN
49.229145,51821,-123.054924,1835,Southbound Elliott St @ E 45 Ave,BUS ZN
49.224553,51824,-123.054884,1838,Southbound Elliott St @ E 49 Ave,BUS ZN
49.222288,51825,-123.054911,1839,Southbound Elliott St @ E 51 Ave,BUS ZN
49.210918,52135,-123.093606,2155,Eastbound SE Marine Dr @ St. George St,BUS ZN
49.210909,52136,-123.090507,2156,Eastbound SE Marine Dr @ Fraser St,BUS ZN
49.21214,52132,-123.106006,2152,Eastbound SE Marine Dr @ Ontario St,BUS ZN
49.210807,52133,-123.101511,2153,Eastbound SE Marine Dr @ Main St,BUS ZN
49.211036,52138,-123.083514,2158,Eastbound SE Marine Dr @ Ross St,BUS ZN
49.268549,51942,-123.145798,1959,Southbound Burrard St @ W 3rd Ave,BUS ZN
49.225455,51973,-123.093656,1990,Eastbound E 49 Ave @ St. George St,BUS ZN
49.287731,51471,-123.120865,1483,Westbound W Pender St @ Thurlow St,BUS ZN
49.281212,51470,-123.026407,1482,Kootenay Loop @ Bay 6,BUS ZN
49.281222,51469,-123.021845,1481,Westbound Hastings St @ Esmond Ave,BUS ZN
49.281179,51468,-123.01911,1480,Westbound Hastings St @ Ingleton Ave,BUS ZN
49.292951,51475,-123.134018,1487,Westbound W Georgia St @ Denman St,BUS ZN
49.288565,51472,-123.123694,1484,Westbound W Pender St @ Bute St,BUS ZN
49.294006,51476,-123.13563,1488,Westbound W Georgia St @ Gilford St,BUS ZN
49.251452,59837,-123.100866,10611,Northbound Main St @ E 22 Ave,BUS ZN
49.241595,51261,-123.170144,1271,Northbound Mackenzie St @ W 34 Ave,BUS ZN
49.262593,58613,-123.09009,10619,Westbound E Broadway @ Fraser St,BUS ZN
49.283146,50515,-123.093725,519,Westbound Powell St @ Jackson Ave,BUS ZN
49.283076,50514,-123.089941,518,Westbound Powell St @ Heatley Ave,BUS ZN
49.281356,50507,-123.095847,511,Westbound E Hastings St @ Dunlevy Ave,BUS ZN
49.281321,50506,-123.093904,510,Westbound E Hastings St @ Jackson Ave,BUS ZN
49.283837,50508,-123.070862,512,Westbound Powell St @ Commercial Dr,BUS ZN
49.28303,50513,-123.087522,517,Westbound Powell St @ Hawks Ave,BUS ZN
49.282792,50512,-123.081659,516,Westbound Powell St @ Glen Dr,BUS ZN
49.254682,51217,-123.068394,1226,Northbound Commercial Dr @ Findlay St,BUS ZN
49.253274,51216,-123.066572,1225,Northbound Victoria Diversion @ Victoria Dr,BUS ZN
49.250596,51215,-123.064898,1224,Northbound Victoria Dr @ E 22 Ave,BUS ZN
49.234,50621,-123.116425,627,Southbound Cambie St @ W 41 Ave,BUS ZN
49.247959,51213,-123.064952,1222,Northbound Victoria Dr @ E 26 Ave,BUS ZN
49.231503,51212,-123.065432,1221,Northbound Victoria Dr @ E 43 Ave,BUS ZN
49.229847,51211,-123.065483,1220,Northbound Victoria Dr @ E 45 Ave,BUS ZN
49.279145,50622,-123.116259,628,Westbound Robson St @ Hamilton St,BUS ZN
49.259948,51220,-123.069673,1229,Northbound Commercial Dr @ E 12 Ave,BUS ZN
49.258015,51219,-123.069745,1228,Northbound Commercial Dr @ E 14 Ave,BUS ZN
49.266296,58054,-123.120135,8297,Heather Square @ Bay 2,BUS ZN
49.202765,59930,-123.134919,10431,Southbound Hudson St @ SW Marine Dr,BUS ZN
49.209141,52217,-123.119749,2239,Westbound SW Marine Dr @ Ash St,BUS ZN
49.211147,52209,-123.089925,2231,Westbound SE Marine Dr @ Chester St,BUS ZN
49.211024,52211,-123.097713,2233,Westbound SE Marine Dr @ Prince Edward St,BUS ZN
49.211151,52210,-123.095708,2232,Westbound SE Marine Dr @ Buscombe St,BUS ZN
49.212459,52213,-123.107012,2235,Westbound SW Marine Dr @ Ontario St,BUS ZN
49.211554,52212,-123.103214,2234,Westbound SE Marine Dr @ Main St,BUS ZN
49.212212,52214,-123.110409,2236,Westbound SW Marine Dr @ Manitoba St,BUS ZN
49.214195,51619,-123.02994,1631,Southbound Champlain Cres @ Langford Ave,BUS ZN
49.210846,56958,-123.075497,7025,Northbound Knight St Bridge Offramp @ SE Marine Dr,BUS ZN
49.247961,51029,-123.153085,1038,Northbound Arbutus St @ Nanton Ave,BUS ZN
49.251937,51030,-123.152909,1039,Northbound Arbutus St @ W King Edward Ave,BUS ZN
49.236779,51023,-123.155392,1032,Northbound West Blvd @ W 39 Ave,BUS ZN
49.238609,51024,-123.155335,1033,Northbound West Blvd @ W 37 Ave,BUS ZN
49.232961,51021,-123.155537,1030,Northbound West Blvd @ W 43 Ave,BUS ZN
49.2349,51022,-123.155429,1031,Northbound West Blvd @ W 41 Ave,BUS ZN
49.242436,51027,-123.153359,1036,Northbound Arbutus St @ W 33 Ave,BUS ZN
49.245478,51028,-123.153186,1037,Northbound Arbutus St @ Valley Dr,BUS ZN
49.241393,51026,-123.153894,1035,Northbound Arbutus St @ Quilchena Cres,BUS ZN
