TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,RECENCY
Other Theft,2022,4,15,16,58,10XX ROBSON ST,West End,491004.6735,5459024.7773,62
Other Theft,2022,4,23,21,1,10XX ROBSON ST,West End,491004.6735,5459024.7773,54
Other Theft,2022,5,12,11,9,10XX ROBSON ST,West End,491004.6735,5459024.7773,35
Other Theft,2022,1,27,15,20,10XX ROBSON ST,West End,491022.0625,5459007.594,140
Other Theft,2022,4,12,13,20,10XX ROBSON ST,West End,491022.0625,5459007.594,65
Other Theft,2022,4,27,15,4,10XX ROBSON ST,West End,491022.0625,5459007.594,50
Other Theft,2022,4,29,13,52,10XX ROBSON ST,West End,491022.0625,5459007.594,48
Other Theft,2022,5,4,10,20,10XX ROBSON ST,West End,491022.0625,5459007.594,43
Other Theft,2022,5,20,13,34,10XX ROBSON ST,West End,491022.0625,5459007.594,27
Other Theft,2022,3,30,16,41,10XX ROBSON ST,West End,491039.1483,5458990.7098,78
Other Theft,2022,4,21,14,41,10XX ROBSON ST,West End,491047.6912,5458982.2677,56
Other Theft,2022,1,17,18,55,10XX ROBSON ST,West End,491055.5021,5458961.6935,150
Other Theft,2022,4,18,12,21,10XX ROBSON ST,West End,491058.2284,5458958.9991,59
Other Theft,2022,1,29,18,52,10XX ROBSON ST,West End,491064.6557,5458965.5031,138
Other Theft,2022,2,3,12,59,10XX ROBSON ST,West End,491064.6557,5458965.5031,133
Other Theft,2022,2,10,14,20,10XX ROBSON ST,West End,491064.6557,5458965.5031,126
Other Theft,2022,3,4,17,23,10XX ROBSON ST,West End,491064.6557,5458965.5031,104
Other Theft,2022,3,20,18,20,10XX ROBSON ST,West End,491064.6557,5458965.5031,88
Other Theft,2022,4,18,10,45,10XX ROBSON ST,West End,491064.6557,5458965.5031,59
Other Theft,2022,4,12,12,17,10XX ROBSON ST,West End,491067.6246,5458962.5695,65
Other Theft,2022,4,13,17,12,10XX ROBSON ST,West End,491067.6246,5458962.5695,64
Other Theft,2022,4,16,12,40,10XX ROBSON ST,West End,491067.6246,5458962.5695,61
Other Theft,2022,5,10,11,19,10XX ROBSON ST,West End,491067.6246,5458962.5695,37
Other Theft,2022,5,10,13,2,10XX ROBSON ST,West End,491067.6246,5458962.5695,37
Other Theft,2022,5,14,17,45,10XX ROBSON ST,West End,491067.6246,5458962.5695,33
Other Theft,2022,5,18,15,18,10XX ROBSON ST,West End,491067.6246,5458962.5695,29
Other Theft,2022,1,15,14,0,10XX SEYMOUR ST,Central Business District,491022.378,5458322.9588,152
Other Theft,2022,3,19,14,16,10XX SEYMOUR ST,Central Business District,491022.378,5458322.9588,89
Other Theft,2022,3,1,0,0,10XX SEYMOUR ST,Central Business District,491058.2174,5458359.3979,107
Other Theft,2022,2,19,23,0,10XX SEYMOUR ST,Central Business District,491097.2605,5458412.1342,117
Other Theft,2022,4,1,2,40,10XX SEYMOUR ST,Central Business District,491097.2605,5458412.1342,76
Other Theft,2022,4,17,1,36,10XX SEYMOUR ST,Central Business District,491097.2605,5458412.1342,60
Other Theft,2022,4,2,16,0,10XX SITKA SQ,Fairview,490612.9648,5457109.8223,75
Other Theft,2022,2,14,0,0,10XX SMITHE ST,West End,490889.6581,5458932.8868,122
Other Theft,2022,2,20,5,30,10XX STATION ST,Strathcona,492788.8096,5458080.0182,116
Other Theft,2022,1,5,12,0,10XX W 10TH AVE,Fairview,490763.9406,5456643.5934,162
Other Theft,2022,4,13,11,0,10XX W 13TH AVE,Fairview,490680.3291,5456324.5488,64
Other Theft,2022,4,21,4,20,10XX W 13TH AVE,Fairview,490699.7094,5456333.1993,56
Other Theft,2022,3,13,19,29,10XX W 15TH AVE,Fairview,490661.6896,5456122.0101,95
Other Theft,2022,3,28,10,31,10XX W 52ND AVE,Oakridge,490525.2064,5452353.506,80
Other Theft,2022,2,5,20,28,10XX W CORDOVA ST,Central Business District,491493.9153,5459465.0796,131
Other Theft,2022,4,30,13,45,10XX W GEORGIA ST,Central Business District,491087.1035,5459191.5547,47
Other Theft,2022,4,18,16,30,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771,59
Other Theft,2022,2,6,14,15,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779,130
Other Theft,2022,2,6,19,56,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779,130
Other Theft,2022,4,25,15,46,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779,52
Other Theft,2022,4,5,13,0,10XX W GEORGIA ST,West End,491134.5277,5459131.7106,72
Other Theft,2022,3,19,13,57,10XX W GEORGIA ST,West End,491143.0317,5459123.2874,89
Other Theft,2022,2,4,18,18,11XX ALBERNI ST,West End,490951.0549,5459229.5456,132
Other Theft,2022,2,12,19,44,11XX ALBERNI ST,West End,490951.0549,5459229.5456,124
Other Theft,2022,3,19,1,40,11XX ALBERNI ST,West End,490951.5114,5459241.8337,89
Other Theft,2022,1,12,18,0,11XX ALBERNI ST,West End,490967.8522,5459213.2747,155
Other Theft,2022,3,24,15,0,11XX ALBERNI ST,West End,490983.9912,5459210.3728,84
Other Theft,2022,5,7,0,30,11XX ALBERNI ST,West End,490983.9912,5459210.3728,40
Other Theft,2022,1,13,11,47,11XX ALBERNI ST,West End,491001.9697,5459192.9578,154
Other Theft,2022,4,11,0,0,11XX BARCLAY ST,West End,490717.6127,5459005.8948,66
Other Theft,2022,4,12,15,24,11XX BARCLAY ST,West End,490717.6127,5459005.8948,65
Other Theft,2022,1,7,18,0,11XX BEACH AVE,West End,490086.1869,5458429.3605,160
Other Theft,2022,4,19,15,43,11XX BEACH AVE,West End,490086.1869,5458429.3605,58
Other Theft,2022,2,8,14,0,11XX BEACH AVE,West End,490111.1796,5458391.3383,128
Other Theft,2022,3,11,11,0,11XX BROUGHTON ST,West End,490120.4144,5459031.0221,97
Other Theft,2022,5,13,12,0,11XX BROUGHTON ST,West End,490122.6897,5459046.1746,34
Other Theft,2022,1,5,17,30,11XX BURNABY ST,West End,490311.9208,5458627.921,162
Other Theft,2022,3,22,23,0,11XX BURNABY ST,West End,490364.7177,5458576.2272,86
Other Theft,2022,2,11,10,8,11XX BURRARD ST,Central Business District,490652.6966,5458531.0645,125
Other Theft,2022,2,9,16,40,11XX BUTE ST,West End,490346.8568,5458842.2591,127
Other Theft,2022,3,7,10,8,11XX BUTE ST,West End,490346.8568,5458842.2591,101
Other Theft,2022,3,16,13,13,11XX BUTE ST,West End,490346.8568,5458842.2591,92
Other Theft,2022,5,2,12,30,11XX BUTE ST,West End,490346.8568,5458842.2591,45
Other Theft,2022,5,11,9,56,11XX BUTE ST,West End,490346.8568,5458842.2591,36
Other Theft,2022,4,8,10,17,11XX BUTE ST,West End,490347.5963,5458842.9712,69
Other Theft,2022,4,13,11,24,11XX BUTE ST,West End,490347.5963,5458842.9712,64
Other Theft,2022,4,13,14,0,11XX BUTE ST,West End,490347.5963,5458842.9712,64
Other Theft,2022,5,2,14,26,11XX BUTE ST,West End,490347.5963,5458842.9712,45
Other Theft,2022,5,5,19,3,11XX BUTE ST,West End,490347.5963,5458842.9712,42
Other Theft,2022,5,8,11,47,11XX BUTE ST,West End,490347.5963,5458842.9712,39
Other Theft,2022,5,23,11,53,11XX BUTE ST,West End,490347.5963,5458842.9712,24
Other Theft,2022,2,13,2,53,11XX DAVIE ST,West End,490305.8989,5458781.042,123
Other Theft,2022,4,2,2,9,11XX DAVIE ST,West End,490336.1285,5458763.2644,75
Other Theft,2022,5,19,2,0,11XX DAVIE ST,West End,490336.1285,5458763.2644,28
Other Theft,2022,2,21,22,0,11XX DAVIE ST,West End,490360.0777,5458725.7671,115
Other Theft,2022,5,13,11,37,11XX DAVIE ST,West End,490380.8655,5458717.6218,34
Other Theft,2022,5,14,18,40,11XX DAVIE ST,West End,490380.8655,5458717.6218,33
Other Theft,2022,1,10,22,0,11XX DAVIE ST,West End,490386.7588,5458711.6097,157
Other Theft,2022,1,27,22,0,11XX DAVIE ST,West End,490391.4443,5458693.7658,140
Other Theft,2022,1,11,12,25,11XX DAVIE ST,West End,490417.9352,5458679.8021,156
Other Theft,2022,1,27,17,40,11XX DAVIE ST,West End,490417.9352,5458679.8021,140
Other Theft,2022,3,24,13,53,11XX DAVIE ST,West End,490417.9352,5458679.8021,84
Other Theft,2022,4,12,0,53,11XX DAVIE ST,West End,490417.9352,5458679.8021,65
Other Theft,2022,5,6,11,40,11XX DAVIE ST,West End,490417.9352,5458679.8021,41
Other Theft,2022,1,30,12,15,11XX DAVIE ST,West End,490419.5195,5458678.186,137
Other Theft,2022,3,3,2,34,11XX DAVIE ST,West End,490419.5195,5458678.186,105
Other Theft,2022,4,21,0,21,11XX DAVIE ST,West End,490419.5195,5458678.186,56
Other Theft,2022,5,2,12,33,11XX DAVIE ST,West End,490419.5195,5458678.186,45
Other Theft,2022,5,15,10,0,11XX DAVIE ST,West End,490419.5195,5458678.186,32
Other Theft,2022,5,16,11,19,11XX DAVIE ST,West End,490419.5195,5458678.186,31
Other Theft,2022,1,18,1,11,11XX DAVIE ST,West End,490445.6231,5458638.4909,149
Other Theft,2022,3,12,1,42,11XX DENMAN ST,West End,489715.3524,5459422.986,96
Other Theft,2022,4,28,8,55,11XX DENMAN ST,West End,489764.876,5459472.3674,49
Other Theft,2022,4,4,10,20,11XX DENMAN ST,West End,489790.2733,5459498.0912,73
Other Theft,2022,1,17,16,55,11XX E 11TH AVE,Mount Pleasant,494120.8863,5456419.2689,150
Other Theft,2022,4,25,12,28,11XX E 11TH AVE,Mount Pleasant,494157.8939,5456418.3103,52
Other Theft,2022,4,1,20,0,11XX E BROADWAY AVE,Mount Pleasant,494129.2655,5456626.8944,76
Other Theft,2022,2,8,17,56,11XX E GEORGIA ST,Strathcona,494151.8396,5458384.2797,128
Other Theft,2022,4,18,21,38,11XX E HASTINGS ST,Strathcona,494225.5817,5458699.4611,59
Other Theft,2022,2,23,22,40,11XX FORGE WALK,Fairview,490550.5552,5457181.256,113
Other Theft,2022,2,26,0,0,11XX GRANVILLE ST,Central Business District,490849.4359,5458295.9346,110
Other Theft,2022,3,20,0,40,11XX GRANVILLE ST,Central Business District,490849.4359,5458295.9346,88
Other Theft,2022,4,23,0,0,11XX GRANVILLE ST,Central Business District,490849.4359,5458295.9346,54
Other Theft,2022,5,21,0,0,11XX GRANVILLE ST,Central Business District,490849.4359,5458295.9346,26
Other Theft,2022,2,16,17,38,11XX GRANVILLE ST,Central Business District,490853.6809,5458300.2021,120
Other Theft,2022,3,21,3,0,11XX GRANVILLE ST,Central Business District,490853.6809,5458300.2021,87
Other Theft,2022,5,20,3,0,11XX GRANVILLE ST,Central Business District,490853.6809,5458300.2021,27
Other Theft,2022,5,22,8,51,11XX GRANVILLE ST,Central Business District,490853.6809,5458300.2021,25
Other Theft,2022,5,23,16,2,11XX GRANVILLE ST,Central Business District,490853.6809,5458300.2021,24
Other Theft,2022,5,24,15,40,11XX GRANVILLE ST,Central Business District,490853.6809,5458300.2021,23
Other Theft,2022,5,8,13,0,11XX GRANVILLE ST,Central Business District,490864.1779,5458323.7208,39
Other Theft,2022,4,23,2,30,11XX GRANVILLE ST,Central Business District,490866.3004,5458325.8545,54
Other Theft,2022,4,15,20,0,11XX GRANVILLE ST,Central Business District,490890.0931,5458336.8074,62
Other Theft,2022,4,21,14,0,11XX GRANVILLE ST,Central Business District,490890.0931,5458336.8074,56
Other Theft,2022,5,14,22,30,11XX GRANVILLE ST,Central Business District,490912.4289,5458372.2277,33
Other Theft,2022,1,2,17,15,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658,165
Other Theft,2022,4,12,14,58,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658,65
Other Theft,2022,1,14,10,11,11XX GRANVILLE ST,Central Business District,490934.3357,5458381.2846,153
Other Theft,2022,3,7,16,5,11XX HAMILTON ST,Central Business District,491117.6655,5458053.883,101
Other Theft,2022,5,22,19,0,11XX HAMILTON ST,Central Business District,491117.6655,5458053.883,25
Other Theft,2022,3,8,19,20,11XX HAMILTON ST,Central Business District,491175.6699,5458112.2168,100
Other Theft,2022,3,14,23,0,11XX HAMILTON ST,Central Business District,491175.6699,5458112.2168,94
Other Theft,2022,5,16,12,42,11XX HAMILTON ST,Central Business District,491178.1096,5458127.6387,31
Other Theft,2022,5,3,13,37,11XX HOMER ST,Central Business District,491039.9756,5458061.9197,44
Other Theft,2022,4,25,17,0,11XX HOMER ST,Central Business District,491095.8707,5458117.5181,52
Other Theft,2022,1,28,12,55,11XX HOMER ST,Central Business District,491149.5299,5458170.8926,139
Other Theft,2022,1,3,10,19,11XX HORNBY ST,Central Business District,490751.6156,5458494.0611,164
Other Theft,2022,1,24,17,7,11XX HORNBY ST,Central Business District,490751.6156,5458494.0611,143
Other Theft,2022,2,7,20,0,11XX HORNBY ST,Central Business District,490751.6156,5458494.0611,129
Other Theft,2022,5,6,10,30,11XX HORNBY ST,Central Business District,490751.6156,5458494.0611,41
Other Theft,2022,3,20,9,30,11XX HORNBY ST,Central Business District,490761.5509,5458491.19,88
Other Theft,2022,3,29,15,8,11XX HORNBY ST,Central Business District,490792.7512,5458523.5346,79
Other Theft,2022,3,19,23,30,11XX HOWE ST,Central Business District,490776.4628,5458368.0446,89
Other Theft,2022,5,2,16,0,11XX HOWE ST,Central Business District,490823.3469,5458428.5529,45
Other Theft,2022,4,4,11,0,11XX HOWE ST,Central Business District,490851.7894,5458444.3488,73
Other Theft,2022,3,15,23,47,11XX JERVIS ST,West End,490236.5276,5458948.4054,93
Other Theft,2022,1,8,15,17,11XX LAMEYS MILL RD,Fairview,490594.8252,5457083.5366,159
Other Theft,2022,4,3,0,14,11XX MAIN ST,Central Business District,492721.0099,5457998.7443,74
Other Theft,2022,5,14,22,19,11XX MAIN ST,Central Business District,492721.5119,5458013.1693,33
Other Theft,2022,2,21,15,50,11XX MAIN ST,Strathcona,492740.269,5457978.1041,115
Other Theft,2022,4,19,20,0,11XX MAIN ST,Strathcona,492740.4812,5457985.81,58
Other Theft,2022,2,3,17,10,11XX MAINLAND ST,Central Business District,491143.1965,5458014.8301,133
Other Theft,2022,4,6,12,30,11XX MAINLAND ST,Central Business District,491212.7858,5458070.9034,71
Other Theft,2022,4,21,20,0,11XX MELVILLE ST,Central Business District,491020.5968,5459406.9826,56
Other Theft,2022,4,16,19,23,11XX NELSON ST,West End,490602.4947,5458958.641,61
Other Theft,2022,5,13,10,4,11XX NELSON ST,West End,490662.6897,5458898.5787,34
Other Theft,2022,2,11,10,44,11XX PACIFIC BLVD,Central Business District,491254.4355,5457948.2663,125
Other Theft,2022,4,7,11,35,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002,70
Other Theft,2022,4,25,10,28,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002,52
Other Theft,2022,5,6,11,23,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002,41
Other Theft,2022,1,22,13,33,11XX PANTAGES LANE,West End,490417.2679,5458601.1035,145
Other Theft,2022,4,22,11,40,11XX PENDRELL ST,West End,490468.1037,5458772.9459,55
Other Theft,2022,5,7,2,59,11XX RICHARDS ST,Central Business District,490979.6695,5458144.8689,40
Other Theft,2022,5,20,14,47,11XX RICHARDS ST,Central Business District,490979.6695,5458144.8689,27
Other Theft,2022,3,19,7,30,11XX RICHARDS ST,Central Business District,491060.0307,5458238.5924,89
Other Theft,2022,4,18,15,10,11XX RICHARDS ST,Central Business District,491060.0307,5458238.5924,59
Other Theft,2022,4,7,13,18,11XX ROBSON ST,West End,490786.8251,5459241.5036,70
Other Theft,2022,3,4,14,52,11XX ROBSON ST,West End,490792.7021,5459235.6337,104
Other Theft,2022,4,20,11,55,11XX ROBSON ST,West End,490792.7021,5459235.6337,57
Other Theft,2022,3,8,18,0,11XX ROBSON ST,West End,490795.0156,5459233.3232,100
Other Theft,2022,3,26,12,15,11XX ROBSON ST,West End,490795.0156,5459233.3232,82
Other Theft,2022,4,11,3,30,11XX ROBSON ST,West End,490809.083,5459219.2728,66
Other Theft,2022,1,29,16,30,11XX ROBSON ST,West End,490839.1964,5459176.2721,138
Other Theft,2022,1,24,11,0,11XX ROBSON ST,West End,490842.6572,5459185.7394,143
Other Theft,2022,2,13,13,8,11XX ROBSON ST,West End,490842.6572,5459185.7394,123
Other Theft,2022,2,20,18,35,11XX ROBSON ST,West End,490842.6572,5459185.7394,116
Other Theft,2022,3,23,14,43,11XX ROBSON ST,West End,490842.6572,5459185.7394,85
Other Theft,2022,2,5,13,40,11XX ROBSON ST,West End,490878.5851,5459136.931,131
Other Theft,2022,3,15,13,0,11XX ROBSON ST,West End,490882.2335,5459146.2108,93
Other Theft,2022,4,14,11,2,11XX ROBSON ST,West End,490882.2335,5459146.2108,63
Other Theft,2022,4,16,10,15,11XX ROBSON ST,West End,490882.2335,5459146.2108,61
Other Theft,2022,4,17,12,28,11XX ROBSON ST,West End,490882.2335,5459146.2108,60
Other Theft,2022,4,18,10,37,11XX ROBSON ST,West End,490882.2335,5459146.2108,59
Other Theft,2022,4,13,21,12,11XX SEYMOUR ST,Central Business District,491008.6781,5458309.102,64
Other Theft,2022,4,11,19,50,11XX THURLOW ST,West End,490574.3107,5458747.2468,66
Other Theft,2022,4,27,7,10,11XX VERNON DR,Strathcona,494273.6322,5457999.8731,50
Other Theft,2022,5,19,21,33,11XX W 12TH AVE,Fairview,490561.7719,5456441.7956,28
Other Theft,2022,4,14,5,6,11XX W 57TH AVE,Marpole,490387.8623,5451832.6118,63
Other Theft,2022,2,24,13,30,11XX W 7TH AVE,Fairview,490613.7322,5456940.3917,112
Other Theft,2022,3,21,16,45,11XX W BROADWAY AVE,Fairview,490486.856,5456749.2271,87
Other Theft,2022,5,2,13,21,11XX W BROADWAY AVE,Fairview,490486.856,5456749.2271,45
Other Theft,2022,1,26,11,52,11XX W CORDOVA ST,Central Business District,491279.2341,5459555.4961,141
Other Theft,2022,5,23,0,30,11XX W GEORGIA ST,Central Business District,490952.728,5459324.1684,24
Other Theft,2022,3,19,16,30,11XX W GEORGIA ST,West End,490993.2104,5459271.4375,89
Other Theft,2022,4,4,8,0,11XX W HASTINGS ST,Central Business District,491115.8189,5459544.4939,73
Other Theft,2022,4,6,20,0,11XX WOLFE AVE,Shaughnessy,490434.1759,5456020.735,71
Other Theft,2022,4,26,12,53,12XX BARCLAY ST,West End,490568.5327,5459141.9334,51
Other Theft,2022,2,26,10,24,12XX BURNABY ST,West End,490152.2575,5458787.7725,110
Other Theft,2022,3,3,0,0,12XX BURRARD ST,Central Business District,490562.8367,5458441.0069,105
Other Theft,2022,3,24,1,0,12XX BURRARD ST,West End,490592.6425,5458483.373,84
Other Theft,2022,1,17,12,20,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937,150
Other Theft,2022,4,12,13,0,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937,65
Other Theft,2022,4,24,21,21,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937,53
Other Theft,2022,1,9,16,30,12XX COMMERCIAL DR,Grandview-Woodland,494944.556,5457898.2055,158
Other Theft,2022,4,20,13,25,12XX COMMERCIAL DR,Grandview-Woodland,494944.7593,5457909.7013,57
Other Theft,2022,5,9,15,11,12XX COMMERCIAL DR,Grandview-Woodland,494944.7593,5457909.7013,38
Other Theft,2022,5,2,21,40,12XX DAVIE ST,West End,490229.3351,5458869.5824,45
Other Theft,2022,5,17,9,59,12XX DAVIE ST,West End,490242.4023,5458856.7083,30
Other Theft,2022,2,9,17,50,12XX DAVIE ST,West End,490242.6338,5458856.48,127
Other Theft,2022,2,23,20,38,12XX DAVIE ST,West End,490242.6338,5458856.48,113
Other Theft,2022,5,19,23,56,12XX DAVIE ST,West End,490294.7871,5458792.261,28
Other Theft,2022,2,4,13,45,12XX E 13TH AVE,Mount Pleasant,494332.7204,5456217.6835,132
Other Theft,2022,2,24,16,0,12XX E 53RD AVE,Sunset,494141.5351,5452124.8485,112
Other Theft,2022,3,1,21,0,12XX E 62ND AVE,Sunset,494140.8061,5451230.0868,107
Other Theft,2022,1,1,0,0,12XX E 64TH AVE,Sunset,494047.5912,5451028.1304,166
Other Theft,2022,4,26,15,17,12XX E 64TH AVE,Sunset,494076.6394,5451027.9336,51
Other Theft,2022,1,20,14,49,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.0892,147
Other Theft,2022,1,30,8,11,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.0892,137
Other Theft,2022,4,27,20,30,12XX E PENDER ST,Strathcona,494276.3075,5458633.796,50
Other Theft,2022,5,19,16,17,12XX E PENDER ST,Strathcona,494276.3075,5458633.796,28
Other Theft,2022,3,28,21,30,12XX GARDEN DR,Grandview-Woodland,495788.5062,5457818.8183,80
Other Theft,2022,3,6,16,30,12XX GRANVILLE ST,Central Business District,490711.4545,5458168.033,102
Other Theft,2022,1,3,21,47,12XX GRANVILLE ST,Central Business District,490718.0012,5458161.6491,164
Other Theft,2022,2,10,8,53,12XX GRANVILLE ST,Central Business District,490718.0012,5458161.6491,126
Other Theft,2022,3,13,23,0,12XX GRANVILLE ST,Central Business District,490731.2073,5458188.2898,95
Other Theft,2022,3,1,20,57,12XX GRANVILLE ST,Central Business District,490734.5693,5458191.7381,107
Other Theft,2022,2,18,21,0,12XX GRANVILLE ST,Central Business District,490785.0024,5458243.4575,118
Other Theft,2022,3,5,1,0,12XX GRANVILLE ST,Central Business District,490794.8554,5458253.5616,103
Other Theft,2022,3,12,22,53,12XX GRANVILLE ST,Central Business District,490794.8554,5458253.5616,96
Other Theft,2022,4,22,23,0,12XX GRANVILLE ST,Central Business District,490794.8554,5458253.5616,55
Other Theft,2022,5,1,23,46,12XX GRANVILLE ST,Central Business District,490821.1549,5458267.4345,46
Other Theft,2022,3,8,20,10,12XX HAMILTON ST,Central Business District,490978.5574,5457927.808,100
Other Theft,2022,1,8,0,0,12XX HAMILTON ST,Central Business District,491034.4698,5457970.6278,159
Other Theft,2022,2,25,23,0,12XX HAMILTON ST,Central Business District,491045.71,5457981.8315,111
Other Theft,2022,3,20,1,0,12XX HAMILTON ST,Central Business District,491051.1626,5457987.2665,88
Other Theft,2022,4,5,3,50,12XX HARWOOD ST,West End,490097.7062,5458687.3502,72
Other Theft,2022,2,8,18,52,12XX HOMER ST,Central Business District,491003.1105,5458037.8979,128
Other Theft,2022,3,31,18,0,12XX HOMER ST,Central Business District,491003.1105,5458037.8979,77
Other Theft,2022,3,22,7,41,12XX HORNBY ST,Central Business District,490622.337,5458348.6453,86
Other Theft,2022,3,1,0,0,12XX HOWE ST,Central Business District,490652.1533,5458256.1886,107
Other Theft,2022,4,12,19,15,12XX HOWE ST,Central Business District,490657.0617,5458248.1626,65
Other Theft,2022,4,12,0,45,12XX MAIN ST,Central Business District,492717.8328,5457907.3966,65
Other Theft,2022,5,5,17,0,12XX MARINASIDE CRES,Central Business District,491246.4411,5457764.1182,42
Other Theft,2022,3,24,3,20,12XX MARINASIDE CRES,Central Business District,491266.5625,5457795.0761,84
Other Theft,2022,5,14,0,54,12XX NELSON ST,West End,490504.5221,5459056.769,33
Other Theft,2022,1,17,0,0,12XX NICOLA ST,West End,489885.3864,5458964.5388,150
Other Theft,2022,4,27,14,21,12XX PACIFIC BLVD,Central Business District,491071.5187,5457900.6399,50
Other Theft,2022,2,21,22,0,12XX RICHARDS ST,Central Business District,490957.2624,5458122.1522,115
Other Theft,2022,3,24,14,0,12XX RICHARDS ST,Central Business District,490957.2624,5458122.1522,84
Other Theft,2022,2,12,18,41,12XX RICHARDS ST,Central Business District,490959.4601,5458124.4165,124
Other Theft,2022,3,10,9,23,12XX RICHARDS ST,Central Business District,490959.4601,5458124.4165,98
Other Theft,2022,4,14,8,0,12XX ROBSON ST,West End,490661.5868,5459366.6182,63
Other Theft,2022,1,22,21,49,12XX SEYMOUR ST,Central Business District,490785.5024,5458098.3031,145
Other Theft,2022,1,30,14,0,12XX THURLOW ST,West End,490420.6771,5458601.7437,137
Other Theft,2022,2,24,3,0,12XX THURLOW ST,West End,490452.1695,5458635.6646,112
Other Theft,2022,2,15,5,50,12XX W 12TH AVE,Fairview,490274.4171,5456452.1616,121
Other Theft,2022,3,21,15,56,12XX W 73RD AVE,Marpole,490272.8824,5450168.4733,87
Other Theft,2022,1,4,16,0,12XX W 8TH AVE,Fairview,490338.3246,5456863.2309,163
Other Theft,2022,3,22,15,0,12XX W 8TH AVE,Fairview,490424.4467,5456852.5342,86
Other Theft,2022,3,22,15,25,12XX W 8TH AVE,Fairview,490424.4467,5456852.5342,86
Other Theft,2022,1,22,13,7,12XX W BROADWAY AVE,Fairview,490364.6186,5456761.5373,145
Other Theft,2022,4,29,12,0,12XX W BROADWAY AVE,Fairview,490414.6899,5456751.1514,48
Other Theft,2022,1,21,23,30,12XX W CORDOVA ST,Central Business District,490998.322,5459708.3703,146
Other Theft,2022,4,17,8,0,12XX W GEORGIA ST,Central Business District,490801.1422,5459474.3096,60
Other Theft,2022,2,14,11,10,12XX W PENDER ST,Central Business District,490899.0425,5459585.1576,122
Other Theft,2022,1,10,17,55,12XX W PENDER ST,Central Business District,491014.7612,5459520.9869,157
Other Theft,2022,3,25,20,20,12XX W PENDER ST,Central Business District,491014.7612,5459520.9869,83
Other Theft,2022,4,2,15,28,12XX W PENDER ST,Central Business District,491014.7612,5459520.9869,75
Other Theft,2022,4,7,13,3,12XX W PENDER ST,Central Business District,491014.7612,5459520.9869,70
Other Theft,2022,4,14,1,21,12XX W PENDER ST,Central Business District,491024.7259,5459526.4236,63
Other Theft,2022,5,7,22,0,12XX W PENDER ST,Central Business District,491024.7259,5459526.4236,40
Other Theft,2022,3,13,3,5,13XX ARBUTUS ST,Kitsilano,488900.4675,5457971.3549,95
Other Theft,2022,4,3,13,0,13XX ARBUTUS ST,Kitsilano,488900.4675,5457971.3549,74
Other Theft,2022,2,28,23,4,13XX ARBUTUS ST,Kitsilano,488908.5068,5457931.3578,108
Other Theft,2022,5,20,16,0,13XX BURRARD ST,Central Business District,490446.4355,5458325.5382,27
Other Theft,2022,2,14,20,45,13XX BUTE ST,West End,490171.0339,5458653.4215,122
Other Theft,2022,5,20,13,8,13XX CARTWRIGHT ST,Fairview,490271.568,5457451.4066,27
Other Theft,2022,3,28,21,0,13XX CARTWRIGHT ST,Fairview,490272.1077,5457451.2753,80
Other Theft,2022,5,12,12,50,13XX COMMERCIAL DR,Grandview-Woodland,494942.5732,5457788.2913,35
Other Theft,2022,4,25,18,54,13XX COMMERCIAL DR,Grandview-Woodland,494942.9118,5457805.8591,52
Other Theft,2022,2,15,14,45,13XX E 59TH AVE,Sunset,494246.1842,5451511.8904,121
Other Theft,2022,5,10,12,42,13XX E HASTINGS ST,Grandview-Woodland,494403.2984,5458730.3574,37
Other Theft,2022,1,17,14,15,13XX E KENT AVE N,Sunset,494146.7128,5450708.371,150
Other Theft,2022,2,1,0,0,13XX GRANVILLE ST,Central Business District,490709.1251,5458152.6031,135
Other Theft,2022,3,18,0,0,13XX GRANVILLE ST,Central Business District,490709.1251,5458152.6031,90
Other Theft,2022,2,18,23,0,13XX GRANVILLE ST,Central Business District,490709.5111,5458152.977,118
Other Theft,2022,3,24,11,48,13XX HARO ST,West End,490482.0409,5459376.8426,84
Other Theft,2022,4,8,12,9,13XX HOMER ST,Central Business District,490902.2049,5457922.5719,69
Other Theft,2022,3,1,9,0,13XX HORNBY ST,Central Business District,490519.8692,5458259.212,107
Other Theft,2022,1,7,13,23,13XX HORNBY ST,Central Business District,490552.8928,5458278.9709,160
Other Theft,2022,2,4,11,0,13XX HORNBY ST,Central Business District,490552.8928,5458278.9709,132
Other Theft,2022,3,16,12,0,13XX HOWE ST,Central Business District,490608.8679,5458212.8073,92
